,Image URL,URL for Your Paintings Page,Subset,Labels
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515543_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/chinese-scene-with-pagoda-and-boats-169911','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515536_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-sportsman-and-his-dog-169904','test',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515527_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/lake-scene-with-boat-and-figures-169895','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515520_7_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-white-dog-standing-by-a-doorstep-169886','train',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515520_6_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/fishing-boats-169885','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515519_9_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/fishing-boats-on-a-calm-sea-169879','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515519_5_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-monkey-upsetting-a-dinner-table-169875','train',' diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515518_7_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/cows-in-a-wooded-paddock-169868','test',' cow'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515518_6_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-winter-scene-with-a-sportsman-and-a-dog-169867','train',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515518_2_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/fishermen-unloading-a-boat-in-a-rocky-inlet-169863','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515518_1_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-ferry-boat-with-cattle-169862','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515517_3_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/two-sportsmen-outside-a-cottage-one-on-horseback-with-dog169855','test',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515516_8_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/shore-scene-with-a-french-fishing-boat-169851','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515515_1_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/great-malvern-priory-with-cows-and-a-stream-in-the-foregr169835','train',' cow'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515514_9_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/two-cows-by-a-stream-169834','validation',' cow'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515514_7_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/landscape-with-two-horses-and-a-goat-by-a-shed-169832','validation',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515514_6_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-country-lane-with-herdsman-a-cow-and-sheep-169831','train',' cow sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515514_5_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/fishing-boat-off-a-jetty-169830','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515514_4_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/cows-watering-by-a-cottage-among-trees-169829','test',' cow'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515491_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/birds-and-fruit-in-a-landscape-with-a-fountain-in-the-bac169803','test',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515477_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/british-birds-hen-blackbird-great-tit-nuthatch-great-spot169790','train',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515476_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/british-birds-nuthatch-gold-crest-greenfinches-great-spot169789','validation',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515475_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/british-birds-cock-starling-cock-grey-wagtail-hen-grey-wa169788','test',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515474_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/british-birds-corn-bunting-great-tit-bullfinch-green-wood169787','train',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515473_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/british-birds-great-grey-shrike-goldfinch-coal-tit-a-pair169786','test',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515472_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/british-birds-cock-redwing-hen-redwing-cock-whinchat-hen-169785','train',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515471_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/british-birds-a-pair-of-chaffinches-goldcrest-woodlark-ki169784','test',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515470_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/british-birds-cock-skylark-hen-beam-bird-hen-white-wagtai169783','test',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515469_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/british-birds-brambling-tree-creeper-sand-martins-goldfin169782','train',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515459_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/horses-exercising-on-newmarket-heath-169772','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515458_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/woodcock-shooting-two-men-with-three-dogs-169771','train',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515450_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/rocky-coastal-scene-with-a-ruined-castle-boats-and-fisher169764','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ang/624x544/ntiii_ang_515442_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/called-bungay-the-favourite-dog-of-sir-john-harington-156169756','test',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/aneur/624x544/sw_aneur_rg_pcf2_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/group-with-dog-looking-at-a-beautiful-view-152942','test',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/aneur/624x544/sw_aneur_monv_pcf2_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/mountains-lakes-and-boats-152983','validation',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/amb/624x544/som_amb_99_124_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/horse-and-groom-40982','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_nm7_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/cows-and-a-horse-beneath-a-tree-4160','train',' cow horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_76_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/lady-munnings-riding-a-grey-hunter-magnolia-side-saddle-wit3403','train',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_74_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/cows-at-water-lamorna-3390','validation',' cow'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_71_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-rufus-a-chestnut-horse-bought-at-exmoor-1951-bred-3690','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_677_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-heavy-horse-4127','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_637_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/daniel-tomkins-and-his-dog-3570','test',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_634_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-suffolk-horse-fair-lavenham-3573','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_618_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/exercising-the-horses-3640','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_617_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/horse-studies-3639','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_607a_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-horse-and-bullocks-grazing-3631','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_604_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/riderless-horse-4076','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_590_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-bay-horse-in-a-landscape-4061','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_581a_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-horse-4051','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_581_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/studies-of-a-horses-head-4050','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_546_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-an-exmoor-sheep-4004','test',' sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_540_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-horse-and-jockey-3995','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_539_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-cow-grazing-3994','validation',' cow'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_52_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-view-of-exmoor-sheep-by-the-wall-in-the-foreground-4085','test',' sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_511_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-horse-and-jockey-3857','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_510_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-horse-and-rider-3856','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_51_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/my-wife-my-horse-and-myself-3680','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_491a_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-horse-3977','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_477_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-horse-with-a-groom-3964','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_474_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-stour-at-dedham-with-a-man-in-a-boat-3962','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_467_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-for-our-mutual-friend-the-horse-lady-munnings-on-rufu4114','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_466_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/rufus-a-study-for-our-mutual-friend-the-horse-4113','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_463_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-leaping-horse-3954','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_461_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-horse-and-jockey-3952','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_460_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-horse-and-rider-3951','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_457_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-horse-and-rider-in-a-landscape-3948','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_455_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-bay-horse-near-a-building-3946','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_454_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-j-b-ranks-horse-jock-druids-lodge-3945','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_451_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-chestnut-horse-in-a-stable-3942','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_449_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-horse-in-a-landscape-3940','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_448_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-dark-bay-horse-in-a-landscape-3939','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_443_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-black-horse-at-newmarket-3596','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_441_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-rufus-for-our-mutual-friend-the-horse-4111','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_440_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-for-our-mutual-friend-the-horse-lady-munnings-riding-4110','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_425_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/exercising-the-horses-3925','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_424_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-winter-scene-at-castle-house-with-birds-feeding-3628','train',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_420_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-horses-and-riders-3625','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_42_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-cow-and-a-figure-in-a-stable-3673','test',' cow'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_417_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-groom-holding-a-bay-horse-near-stables-3622','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_416_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-chestnut-horse-in-a-landscape-3621','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_403_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-exmoor-sheep-3919','validation',' sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_400_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/exercising-horses-on-warren-hill-newmarket-3916','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_397_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/exercising-the-horses-3913','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_394_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-study-from-memory-of-an-eager-horse-3910','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_370_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-chestnut-racehorse-from-the-back-3890','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_368_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-for-our-mutual-friend-the-horse-4108','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_36_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-bay-horse-patrick-bought-in-dublin-with-grey-mare-3396','validation',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_340_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/bringing-home-the-sheep-withypool-exmoor-4103','test',' sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_332_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-grey-horse-in-the-unsaddling-paddock-epsom-3843','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_307a_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/studies-of-a-horses-head-3819','validation',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_307_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-bay-horse-3820','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_306_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-horses-in-kempton-paddock-3818','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_301_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/studies-of-a-huntsman-and-his-horse-and-of-lady-munnings-3814','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_297_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-exmoor-sheep-3810','test',' sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_295_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-winter-scene-at-castle-house-with-birds-in-the-foreground-3808','test',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_292_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-bay-horse-master-bred-by-the-artist-at-dedham-3806','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_287_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/withypool-hill-exmoor-sheep-in-the-foreground-3801','test',' sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_282_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-horse-3796','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_278_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/studies-of-a-grey-mares-head-3792','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_274a_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/sheep-studies-4165','test',' sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_274_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/exmoor-sheep-4164','train',' sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_268_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/bringing-home-the-sheep-withypool-exmoor-4163','test',' sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_266_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/exercising-the-horses-3783','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_265_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/exmoor-sheep-4162','test',' sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_262_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-bay-horse-4097','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_261_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-horse-with-huntsman-up-3781','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_260_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/sheep-on-exmoor-3780','test',' sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_258_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-bay-horse-in-a-landscape-3778','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_250_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-lady-munnings-riding-with-her-dogs-on-exmoor-4096','test',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_241_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/bringing-home-the-sheep-withypool-exmoor-3763','test',' sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_211_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/two-girls-and-a-dog-3758','validation',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_197_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-dog-for-lady-munnings-on-grey-hunter-3611','train',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_191_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/studies-of-exmoor-sheep-withypool-3607','train',' sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_187_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-light-bay-horse-with-a-stable-boy-3603','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_185_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-chestnut-horse-3601','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_184a_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/studies-of-a-horses-head-3600','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_184_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-bay-horse-in-a-stable-3599','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_182_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-loose-horse-3597','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_174a_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/further-studies-of-horses-3749','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_173_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-a-horse-with-anatomical-parts-3746','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_168_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/coming-off-the-heath-exercising-the-horses-newmarket-3741','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_16_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/horses-with-stable-lads-up-at-newmarket-3660','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_156_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/study-of-mr-lambtons-horse-pricket-3738','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_153_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/miss-hancock-seated-smoking-with-a-dog-in-an-interior-3736','train',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/am/624x544/esx_am_152a_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/horse-study-3577','test',' horse'
